field	filter	public_value	code	swedish	english	synonyms	ices_biology	ices_physical_and_chemical	bodc_nerc	darwincore	comments	source	edmo	ices	nerc_name	nerc_id
sample_project_code		REG Halland Lilla Middelgrund	MID	REG Halland Lilla Middelgrund	Coordinated recipient monitoring of Halland Lilla Middelgrund	Lilla Middelgrund 2013						translate_PROJ				
sample_project_code		REG Hallands län	NLS	REG Hallands län	Regional monitoring, The County Administration Board of Halland	Inventering i Halland 2008<or>Halland kustinventering 2007<or>Undersökning av marin bottenfauna i 11 st vattenförekomster längs Hallandskusten 2012<or>Undersökning av marin bottenfauna i naturreservatet Kungsbackafjorden<or>Inventering Halland augusti 2006<or>LAHOLMSBUKTEN<or>Undersökning av marin bottenfauna i naturreservatet Kungsbackafjorden 2012<or>Fladen 2013<or>Nidingen 2013<or>VENDELSÖARKIPELAGEN<or>REG Halland Vändelsöarna<or>REG Halland Vendelsöarna<or>Norra Halland Utsjö<or>Inventering Halland augusti 2006<or>Lerkil<or>Ringhals kärnkraftverk						translate_PROJ				
sample_project_code		REG Hallsta RK	HAR	REG Hallsta RK	Recipient monitoring of Hallsta	Recipientunderökning Hallsta Pappersbruk 2011<or>Recipientkontroll Hallsta Pappersbruk<or>Analystjänster Hallsta Pappersbruk 2021						translate_PROJ				
sample_project_code		REG Helsingborg KKP	HEL	REG Helsingborg KKP	Coordinated recipient monitoring of Helsingborg	Helsingborgs kustkontrollprogram - bottenfauna						translate_PROJ				
sample_project_code		REG Hammarviken RK	ABU	REG Hammarviken RK	Recipient monitoring, Hammarviken							translate_PROJ				
sample_project_code		REG Holmen	ABH	REG Holmen	Recipient monitoring of Holmen							translate_PROJ				
sample_project_code		REG Himmerfjärden	HIM	REG Himmerfjärden	Recipient monitoring of Himmerfjärden							translate_PROJ				
sample_project_code		REG Holmöreservatet	HOL	REG Holmöreservatet	Monitoring program for the Holmö Sanctuary	AC-Län<or>kontrollprogram Holmöreservatet<or>ACLAN KONTPROG HOLMÖ<or>REG_Holmö_reservatet<or>REG Holmö reservatet<or>Linjetaxering av akvatisk makrovegetation vid Holmöarnas naturreservat 2010<or>Holmöarna<or>Trendövervakning vid Holmöarna i Västerbottens län<or>Trendövervakning av fastsittande vegetation vid Holmöarna 2012<or>Trendövervakning Holmöarna 2008<or>Linjetaxering av akvatisk makrovegetation vid Holmöarnas naturreservat 2009<or>REG Holmöreservatet, 2004, 2007.<or>Trendövervakning vid Holmöarna i Västerbottens län, 2004, 2007.<or>Holmöarna, Västerbottens län, 2011 - Marin vegetationsinventering<or>Holmöarna, Västerbottens län, 2013 - Marin vegetationsinventering						translate_PROJ				
sample_project_code		REG Husum RK	YHR	REG Husum RK	Recipient monitoring of Husum	HUSUM<or>RECIP. KONT. HUSUM<or>REG_Humus_RK						translate_PROJ				
sample_project_code		REG Höganäs kommun RK	HKRK	REG Höganäs kommun RK	Recipient monitoring Höganäs municipality 							translate_PROJ				
sample_project_code		REG Hörnefors RK	ACH	REG Hörnefors RK	Recipient monitoring of Hörnefors waste water plant	KONT. PROG. HÖRNEFORS<or>REG_Hörnefors_RK						translate_PROJ				
sample_project_code		REG Västra Hanöbukten RK	VHRK	REG Västra Hanöbukten RK	Recipient monitoring of Västra Hanöbukten	Bottenfaunaundersökningar i Västra Hanöbukten 2017-2022<or>SRK Västra Hanöbukten 2017-2022						translate_PROJ				
sample_project_code		REG Iggesund RK	IGG	REG Iggesund RK	Recipient monitoring of Iggesunds factory	RECIP.KONT IGGESUND<or>REG_Iggesund_RK						translate_PROJ				
sample_project_code		REG Kalmar KVK	KAL	REG Kalmar KVK	Coordinated recipient monitoring of Kalmar	REG. TRENDÖV. MJUKB. KALMAR<or>KALMAR KUSTK. PROG.<or>REG_Kalmar_KVK<or>Samordnad kustvattenkontroll i Kalmar län<or>Samordnad kustvattenkontroll i Kalmar län, utökad provtagning 2010<or>Kalmar_läns_kustvatten_SRK<or>Recipientkontroll i Kalmar län<or>a_Samordnad kustvattenkontroll i Kalmar län, mjukbottenkluster 2016-<or>SRK Kalmar län, mjukbottenkluster 2016-						translate_PROJ				
sample_project_code		REG Kalmar län	HLS	REG Kalmar län	Regional monitoring, The County Administration Board of Kalmar	a_Regional miljöövervakning mjukbotten Kalmar län, 2016- <or> Regional MÖ Kalmar län, 2016-						translate_PROJ				
sample_project_code		REG Kiviks Musteri RK	KMRK	REG Kiviks Musteri RK	Recipient monitoring Kiviks Musteri							translate_PROJ				
sample_project_code		REG Kungsbackafjorden	KFJ	REG Kungsbackafjorden	Monitoring program for Kungsbackafjorden 	Bottenfaunaundersökningar i Kungsbackafjorden<or>KUNGSBACKAFJ<or>UPPFÖLJ. KUNGSB. FJORD.<or>Bottenfaunaundersökningar i Kungsbackafjorden						translate_PROJ				
sample_project_code		REG Kåge RK	ACK	REG Kåge RK	Recipient monitoring of Kåge waste water plant	KONT. PROG. KÅGE<or>REG_Kåge_RK						translate_PROJ				
sample_project_code		REG Laholmsbukten	LAH	REG Laholmsbukten	Monitoring program for Laholmsbukten							translate_PROJ				
sample_project_code		REG Länsstyrelsernas särskilda åtgärdsprojekt	SAP	REG Länsstyrelsernas särskilda åtgärdsprojekt	The County boards special action project							translate_PROJ				
sample_project_code		REG Marum och Ösbyfjärden	ABM	REG Marum och Ösbyfjärden	Recipient monitoring of Marum and Ösbyfjärden							translate_PROJ				
sample_project_code		REG Motala ströms SRK	MSV	REG Motala ströms SRK	Coordinated recipient monitoring of Motala ström	RECIP. KONT. MOTALA<or>MOTALA STR. VATTENVF.<or>REG_Motala_ströms_SRK<or>MSVVF						translate_PROJ				
sample_project_code		REG Mätkampanj	MAT	REG Mätkampanj	Measurement campaign	Mätkampanj 2009, Gävleborgs län, Gävlebukten<or>Mätkampanj 2009, Uppsala län, Östhammar<or>Mätkampanj Askeröfjorden till Marstrandsskärgården<or>Mätkampanj Gullmarsfjorden<or>Mätkampanj Karlskrona 2009<or>Mätkampanj makroalger i Skåne 2009<or>Mätkampanj makrofyter 2009 i Hallands län<or>Mätkampanj vegetationsklädda bottnar i Östergötland 2009<or>Mätkampanjen 2012 gradientstudier Orust-Tjörn Bottenfauna<or>Västra_götaland_pelagial_mätkampanj<or>Mätkampanjen 2012 gradientstudier Östergötland Bottenfauna<or>NV mätkampanj i pelagialen						translate_PROJ				
sample_project_code		REG Nedre ångermanälven SRK	YNA	REG Nedre ångermanälven SRK	Coordinated recipient monitoring of Nedre Ångermanälven	NEDR. ÅNGERMAN. SRK<or>ÅNGERMANÄLVEN 2007<or>REG_Nedre_ångermanälven_SRK						translate_PROJ				
sample_project_code		REG Nacka Lokal miljöövervakning	ABK	REG Nacka Lokal miljöövervakning	Regional monitoring Nacka							translate_PROJ				
sample_project_code		REG Nordmalingsfjärden SRK	ACN	REG Nordmalingsfjärden SRK	Coordinated recipient monitoring of Nordmalingsfjärden	SRK NORDMALING<or>REG_Nordmalingsfjärden_SRK						translate_PROJ				
sample_project_code		REG Nordvästskånes kustvattenkommitté SRK	SKL	REG Nordvästskånes kustvattenkommitté SRK	Coordinated recipient monitoring of Nordvästra skåne	SKÄL.-LAH. KUSTK.PROG.<or>REG_Nordvästskånes_kustvattenkommitté_SRK<or>Nordvästskånes kustvattenkommitté (NVSKK) 2000 och framåt<or>Nordvästskånes kustvattenkommitté (NVSKK) t o m 1999						translate_PROJ				
sample_project_code		REG Nordöstra Hälsinglands kustvatten SRK	NHV	REG Nordöstra Hälsinglands kustvatten SRK	Coordinated recipient monitoring of NE Hälsingland	SRK NÖ. HÄLS. VVF<or>RECIP.KONT HUDIK. GÅRDSFJ.<or>NHV<or>REG_Nordöstra_Hälsinglands_kustvatten_SRK<or>X-län - NO Hälsingland 2012 - Recipientkontroll kustvatten makrofyter						translate_PROJ				
sample_project_code		REG Norrbottens län	BDK	REG Norrbottens län	Coordinated recipient monitoring of Norrbotten	SAM. SRK BD<or>Kompletterande program Norrbotten från 2010<or>REG_Norrbottens_län<or>BD-län 2016<or>PROJ Vegetationsinventering Sandskär och Seskar-Furö, Haparanda<or>PROJ Dykinventering i Råneå och Haparanda						translate_PROJ				
sample_project_code		REG Norrbottenkusten Kalix SRK	NKS	REG Norrbottenkusten Kalix SRK	Coordinated recipient monitoring of Norrbotten (Kalix)	Samordnat recipientkontrollprogram för Norrbottenskusten - Kalix<or>REG Norrbottenskusten Kalix						translate_PROJ				
sample_project_code		REG Norrbottenkusten Luleå SRK	NKL	REG Norrbottenkusten Luleå SRK	Coordinated recipient monitoring of Norrbotten (Luleå)	MÖ Makrovegetation Råneå skärgård<or>MÖ Makrovegetation Råneå skärgård 2007<or>Recipientkontroll SSAB<or>REG Norrbottenskusten Luleå						translate_PROJ				
sample_project_code		REG Norrbottenkusten Piteå SRK	NKP	REG Norrbottenkusten Piteå SRK	Coordinated recipient monitoring of Norrbotten (Piteå)	BOTTENF. PITEÅ<or>Samordnat recipientkontrollprogram för Norrbottenskusten - Piteå<or>REG Norrbottenskusten Piteå						translate_PROJ				
sample_project_code		REG Norrsundetsbruk RK	NOB	REG Norrsundetsbruk RK	Recipient monitoring of Norrsundetsbruk	Linjetaxering av akvatisk makrovegetation i recipienten till Norrsundets Bruk						translate_PROJ				
sample_project_code		REG Norrtäljes kommun RK	ABN	REG Norrtäljes kommun RK	Recipient monitoring of the Municipality of Norrtälje	Årlig recipientkontroll i Norrtälje kommun 2014<or>Årlig recipientkontroll i Norrtälje kommun 2013<or>Norrtäljeviken som recipient åt Lindhomlens ARV?<or>Recipientkontroll Norrtälje kommun						translate_PROJ				
sample_project_code		REG Norviksfjärden RK	ABA	REG Norviksfjärden RK	Recipient monitoring, Norviksfjärden							translate_PROJ				
sample_project_code		REG Nyköpings fjärdar RK	DNF	REG Nyköpings fjärdar RK	Recipient monitoring in the bays of Nyköping							translate_PROJ				
sample_project_code		REG Ospecificerat	RXX	REG Ospecificerat	Unspecified regional monitoring 	RMÖ_Kartering_referensområden						translate_PROJ				
sample_project_code		REG Ospecificerad RK	XRK	REG Ospecificerad RK	Unspecified recipient monitoring 	Lerkil utsläppspunkt reningsverk<or>Inventering, uppföljning reningsverk						translate_PROJ				
sample_project_code		REG Oxelösund SRK	DOX	REG Oxelösund SRK	Coordinated recipient monitoring of Oxelösund							translate_PROJ				
sample_project_code		REG Råneåfjärden KK BDlän	RNE	REG Råneåfjärden KK BDlän	Regional monitoring Råneåfjärden KK BDlän							translate_PROJ				
sample_project_code		REG Skatan RK	YSR	REG Skatan RK	Recipient monitoring of Skatan	REG_Skatan_RK						translate_PROJ				
sample_project_code		REG Skellefteälven SRK	ACS	REG Skellefteälven SRK	Coordinated recipient monitoring of Skellefteälven	SRK SKELLEFT. ÄLV<or>URS<or>REG_Skellefteälven_SRK<or>Statusbedömning av Skelleftehamnsfjärden 2007						translate_PROJ				
sample_project_code		REG Skåne län	MLS	REG Skåne län	Regional monitoring, The County Administration Board of Skåne	Nord Helsingborg 2022						translate_PROJ				
sample_project_code		REG Stockholm vatten SRK	STV	REG Stockholm vatten SRK	Recipient monitoring of Stockholm	Stockholm Vatten<or>REG. ÖVERV. STOCKHOLM<or>REG_Stockholm_vatten_SRK						translate_PROJ				
sample_project_code		REG Stockholms län	ALS	REG Stockholms län	Regional monitoring, The County Administration Board of Stockholm	Regional övervakning Stockholms län, 2007-<or>Regional övervakning Stockholm län, 2016-<or>Regional övervakning Stockholms län 2016-<or> Regional övervakning Stockholms län						translate_PROJ				
sample_project_code		REG Sundsvallsbuktens SRK	YSB	REG Sundsvallsbuktens SRK	Coordinated recipient monitoring of Sundsvallsbukten	SRK SUNDSVALLSB. VVF<or>REG_Sundsvallsbuktens_SRK						translate_PROJ				
sample_project_code		REG Svealands KKP synoptiska karteringar	SVF	REG Svealands KKP synoptiska karteringar	Coordinated recipient monitoring of Svealand	SKVVF.SYNOPT<or>REG_Svealands_KKP_synoptiska_karteringar						translate_PROJ				
sample_project_code		REG Sydkustens SRK	SYD	REG Sydkustens SRK	Coordinated recipient monitoring of Sydkusten	SYDK. KUSTK.PROG.<or>REG_Sydkustens_SRK<or>Kontrollprogram Sydkusten						translate_PROJ				
sample_project_code		REG Södermanlands län	DLS	REG Södermanlands län	Regional monitoring, The County Administration Board of Södermanland	Regional övervakning Södermanland 2016-<or>Regional övervakning Södermanland						translate_PROJ				
sample_project_code		REG Södra Hälsinglands kustvatten SRK	LVX	REG Södra Hälsinglands kustvatten SRK	Coordinated recipient monitoring of S Hälsingland	LJUSNAN-VOXNAN<or>SRK LJUSN.-VOX. VVF.<or>RECIP.KONT LJUSNEFJÄRDEN<or>RECIP.KONT SÖDERHFJ.<or>REG_Södra_Hälsinglands_kustvatten_SRK<or>X-län - Södra Hälsingland 2012- Recipientkontroll Kustvatten Makrofyter. <or>X-län - Södra Hälsingland - Recipientkontroll Kustvatten Makrofyter.<or>Ljusnan Voxnan						translate_PROJ				
sample_project_code		REG Sölvesborgs hamn deponering RK	SOH	REG Sölvesborgs hamn deponering RK	Recipient monitoring of Sölvesborgs port	Sölvesborg_ytterhamn_deponeringsplats_SWSöderholmen_RK<or>Sölvesborgs ytterhamn och deponeringsplatsen SW Söderholmen, recipientkontroll.						translate_PROJ				
sample_project_code		REG Torne- och Kalix älvars vattenvårdsförbund SRK	TKV	REG Torne- och Kalix älvars vattenvårdsförbund SRK	Coordinated recipient monitoring of Torne- and Kalixälven	REG_Torne_Kalixälvens_SRK						translate_PROJ				
sample_project_code		REG Täby kommun RK	ABT	REG Täby kommun RK	Recipient monitoring of the Municipality of Täby	Sjöundersökningar i Täby kommun  2013<or>Sjöundersökningar i Täby kommun  2014<or>Vattenundersökningar i Täby						translate_PROJ				
sample_project_code		REG Täfteå RK	ACT	REG Täfteå RK	Recipient monitoring of Täfteå waste water plant  	KONT. PROG. TÄFTEÅ<or>REG_Täfteå_RK						translate_PROJ				
sample_project_code		REG Ume och Vindelälvens SRK	ACU	REG Ume och Vindelälvens SRK	Coordinated recipient monitoring of Ume- and Vindelälven	UME. VINDELÄLVEN<or>SRK.UME.VIND<or>REG_Ume_och_Vindelälvens_SRK<or>REG Ume och vindelälvens SRK						translate_PROJ				
sample_project_code		REG Vindkraft Lillgrund RK	VLI	REG Vindkraft Lillgrund RK	Recipient monitoring of windpower Lillgrund	Kontrollprogram vindkraft Lillgrund						translate_PROJ				
sample_project_code		REG Väröbruk RK	VAB	REG Väröbruk RK	Recipient monitoring of Väröbruk	REG_Väröbruk_RK						translate_PROJ				
sample_project_code		REG Västernorrlands län	YRM	REG Västernorrlands län	Regional monitoring, County Administration Board of Västernorrland	UTÖK. ÖVERV. SUNDSVALL-HÄRNÖSAND<or>REG. ÖVERV. VÄSTERNORRLAND<or>REG_Västernorrlands_län<or>Y-län - Marin dykinventering 2016, Byviken, Härnösand<or>Y-län - Marin dykinventering 2016, Lerviken, Härnösand						translate_PROJ				
sample_project_code		REG Västra Götalands län	VGL	REG Västra Götalands län	Regional monitoring, County Administration Board of Västra Götaland							translate_PROJ				
sample_project_code		REG Västra Hanöbukten SRK	HNO	REG Västra Hanöbukten SRK	Coordinated recipient monitoring of Västra Hanöbukten	HANÖ. KUSTVATTENMILJÖ 2011<or>HANÖB.<or>HANÖB. 2011<or>REG. ÖV. HANÖBUKTEN<or>Regional övervakning i Hanöbukten<or>REG_Västra_Hanöbukten_SRK<or>Västra_Hanöbukten_SRKbottnar.<or>Västra_Hanöbuktens_vattenvårdsförbund_SRK<or>Hanöbukten_SRK<or>Regional övervakning i Hanöbukten från 2011<or>Vattenvårdsförbundet för västra Hanöbukten, recipientkontroll<or>Västra_Hanöbukten_SRK<or>Regional övervakning i Hanöbukten från 2016<or>Hanöbukten_2012, 2014 och 2016 - Regional miljöövervakning av vegetationsklädda bottnar.<or>Hanö 2011 - Regional miljöövervakning av vegetationsklädda bottnar.<or>Hanöbukten 2012 - Regional miljöövervakning av vegetationsklädda bottnar.<or>Hanöbukten 2013 - Regional miljöövervakning av vegetationsklädda<or>Recipientkontroll i Hanöbukten<or>Hanöbukten 2013 - Regional miljöövervakning av vegetationsklädda bottnar.<or>a_Recipientkontroll i Hanöbukten<or>VHVVF<or>Regional MÖ Västra Hanöbukten<or>SRK Västra Hanöbukten 1989-2010						translate_PROJ				
sample_project_code		REG Öresunds vattenvårdsförbund SRK	ORE	REG Öresunds vattenvårdsförbund SRK	Coordinated recipient monitoring of Öresund	ÖRES. KUSTK.PROG.<or>REG_Öresunds_vattenvårdsförbund_SRK<or>Sydlänens Kustundersökningar<or>Sydlänens_Kustundersökningar<or>Kontrollprogram Öresund<or>Kontrollprogram Öresundsbron<or>Öresunds vattenvårdsförbund 2003 och framåt<or> Öresunds Vattenvårdsförbund 2016 och framåt<or>Öresunds vattenvårdsförbund 2003-2015<or>Öresunds Vattenvårdsförbund 2021 och framåt<or>Öresunda Vattenvårdsförbund						translate_PROJ				
sample_project_code		REG Örnsköldsvik SRK	YOS	REG Örnsköldsvik SRK	Coordinated recipient monitoring of Örnsköldsvik							translate_PROJ				
sample_project_code		REG Östergötlands län	ELS	REG Östergötlands län	Regional monitoring, County Administration Board of Österötland	Marin miljöövervakning av vegetationsklädda bottnar i Östergötlands skärgård<or>REG_Östergötlands_län<or>Östergötland 2012 - Marin miljöövervakning av vegetationsklädda bottnar.<or>E-län 2011 - Regional miljöövervakning av vegetationsklädda bottnar.<or>Östergötland 2010 - Marin miljöövervakning av vegetationsklädda bottnar<or>Östergötland 2009 - Marin miljöövervakning av vegetationsklädda bottnar.<or>Östergötland 2010 - Marin miljöövervakning av vegetationsklädda bottnar.<or>Regional övervakning Östergötlands län, 2007-<or>Regional övervakning Östergötlands län<or>Östergötland, regional undersökning						translate_PROJ				
sample_project_code		REG Österåkers kommun	ABO	REG Österåkers kommun	Regional monitoring of the Municipality of Österåker							translate_PROJ				
sample_project_code		PROJ Västernorrland Bottenfaunainventering ECONNET	ECONNET	PROJ Västernorrland Bottenfaunainventering ECONNET	Zoobenthos monitoring ECONNET, County Administration Board of Västernorrland	Bottenfaunainventering Västernorrland 2019_Econnect						translate_PROJ				
sample_project_code		REG Östhammars kommun RK	OFJ	REG Östhammars kommun RK	Recipient monitoring of Östhammar Municipality	ÖSTHFJ. KUSTK. PROG.<or>REG_Östhammars_kommun_RK						translate_PROJ				
sample_project_code		PROJ Ospecificerat	POSP	PROJ Ospecificerat	Unspecified project	OSPEC. PROJ.<or>XXX<or>PROJ_Ospecificerade<or>PROJ Ospecificerade						translate_PROJ				
sample_project_code		POSP	POSP			RMÖ_Inventering_Tromtö						translate_PROJ				
sample_project_code		POSP	POSP			Axmar, Gävleborgs län - vegetationsinventering 2008						translate_PROJ				
sample_project_code		POSP	POSP			Biologisk inventering i Malmfjärden, Kalmar 2011						translate_PROJ				
sample_project_code		POSP	POSP			Biologisk inventering vid Tromtö, Karlskrona kommun						translate_PROJ				
sample_project_code		POSP	POSP			Blekinge 2012 - marina inventeringar						translate_PROJ				
sample_project_code		POSP	POSP			Bottenfaunaprovtagning vid Figeholm 2009. Rapport 2010:5						translate_PROJ				
sample_project_code		POSP	POSP			Bottenfaunaprovtagning vid Verkö, Blekinge. Rapport 2010:9						translate_PROJ				
sample_project_code		POSP	POSP			Bottenfaunaundersökning Kårehamn Rapport 2001:6						translate_PROJ				
sample_project_code		POSP	POSP			Bottenfaunaundersökning söder om Öland Rapport 2001:7						translate_PROJ				
sample_project_code		POSP	POSP			Bottenfaunaundersökning Utgrunden Rapport 2001:5						translate_PROJ				
sample_project_code		POSP	POSP			Botteninventering i Köpingsvik						translate_PROJ				
sample_project_code		POSP	POSP			Botteninventering_Köpingsvik						translate_PROJ				
sample_project_code		POSP	POSP			Deponeringsplats_Tvegölja						translate_PROJ				
sample_project_code		POSP	POSP			D-län - Marinbiologisk vegetationsinventering						translate_PROJ				
sample_project_code		POSP	POSP			Eskön, Gävleborgs län - marin vegetationsinventering 2009						translate_PROJ				
sample_project_code		POSP	POSP			Falsterbohalvöns marina reservat						translate_PROJ				
sample_project_code		POSP	POSP			Farledsmuddring_Västervik						translate_PROJ				
sample_project_code		POSP	POSP			Fastsittande alger och högre växter i Sundsvallsbukten						translate_PROJ				
sample_project_code		POSP	POSP			Fältverifiering av potentiella sandbankar och rev Orust-Tjörn 2012						translate_PROJ				
sample_project_code		POSP	POSP			Fältverifiering av potentiella sandbankar och rev Östergötland 2012						translate_PROJ				
sample_project_code		POSP	POSP			Förundersökning_vindkraftspark						translate_PROJ				
sample_project_code		POSP	POSP			Gålö naturreservat, Stockholms län: Marinbiologisk undersökning och naturvärdesbedömning.						translate_PROJ				
sample_project_code		POSP	POSP			Hallands Väderö marina reservat						translate_PROJ				
sample_project_code		POSP	POSP			Halsefjorden 2009						translate_PROJ				
sample_project_code		POSP	POSP			Haninge 2010 - Marinbiologisk vegetationsinventering och naturvärdesbedömning						translate_PROJ				
sample_project_code		POSP	POSP			Haninge Kommun, Sthlms län - Maringbiologisk vegetationsinventering och naturvärdesbedömning						translate_PROJ				
sample_project_code		POSP	POSP			Hanö 2013 och 2015 - Regional miljöövervakning av vegetationsklädda bottnar.						translate_PROJ				
sample_project_code		POSP	POSP			Hanöbukten - div små dykundersökningar						translate_PROJ				
sample_project_code		POSP	POSP			Hanöbukten, Lunds universitet						translate_PROJ				
sample_project_code		POSP	POSP			Idefjorden						translate_PROJ				
sample_project_code		POSP	POSP			Inledande undersökning vid Nenningesund 2006						translate_PROJ				
sample_project_code		POSP	POSP			Inventering av bottenfauna i Torrö naturreservat, Östergötlands skärgård						translate_PROJ				
sample_project_code		POSP	POSP			Inventering av marina och limniska naturvärden i Östergötland 2012						translate_PROJ				
sample_project_code		POSP	POSP			Inventering av Nordre älv						translate_PROJ				
sample_project_code		POSP	POSP			Inventering av Stigfjorden 2009						translate_PROJ				
sample_project_code		POSP	POSP			Inventering av vegetationsklädda bottnar i det marina naturreservatet Salvorev-Kopparstenarna						translate_PROJ				
sample_project_code		POSP	POSP			Inventering av vegetationsklädda bottnar i Gräsö östra skärgård						translate_PROJ				
sample_project_code		POSP	POSP			Inventering med dropvideo i Västernorrland 2009 - AQBI						translate_PROJ				
sample_project_code		POSP	POSP			Inventering med dropvideo i Östergötland 2009 - AQBI						translate_PROJ				
sample_project_code		POSP	POSP			Inventering med ROV av epibottenfauna för uppföljning av effekterna av det reglerade räktrålfisketi Gullmarn						translate_PROJ				
sample_project_code		POSP	POSP			Inventering vid Vinga Fotö						translate_PROJ				
sample_project_code		POSP	POSP			Inventering Vrångö skärgården 2009						translate_PROJ				
sample_project_code		POSP	POSP			Inventering_Malmfjärden						translate_PROJ				
sample_project_code		POSP	POSP			Inventering_Sturkö_innerskärgård						translate_PROJ				
sample_project_code		POSP	POSP			Inventering_Verkö						translate_PROJ				
sample_project_code		POSP	POSP			Inventering_Virån						translate_PROJ				
sample_project_code		POSP	POSP			Järflotta naturreservat, Stockholms län - inventering av grunda vegetationsklädda områden						translate_PROJ				
sample_project_code		POSP	POSP			Kartering av sex föreslagna referensområden för den regionala miljöövervakningen, Åtgärdsgrupp syd. Kalmar.						translate_PROJ				
sample_project_code		POSP	POSP			Kartering marin miljö Skånes Län / Kartering Rev sandbankar / Kartering Reservat N Bjäre						translate_PROJ				
sample_project_code		POSP	POSP			Kontrollprogram för dagvattenanläggning vid Sjöängen Stora Värtan 2014-2015						translate_PROJ				
sample_project_code		POSP	POSP			Kartering Rev+Sandbankar, MARMONI, kartering flora fauna i Skåne och Blekinge Län						translate_PROJ				
sample_project_code		POSP	POSP			Komplettering till Södermanland naturvärdesinventering och basinventering						translate_PROJ				
sample_project_code		POSP	POSP			LAHOLMSBUKTENS KUSTVATTEN						translate_PROJ				
sample_project_code		POSP	POSP			Yngelprovfiske i Bottniska viken						translate_PROJ				
sample_project_code		POSP	POSP			Lilla Nassa-Gillöga, Stockholms län: Marinbiologisk undersökning						translate_PROJ				
sample_project_code		POSP	POSP			Linjetaxering av akvatisk makrovegetation i yttre Gävlefjärden						translate_PROJ				
sample_project_code		POSP	POSP			Linjetaxering av akvatisk makrovegetation vid Avanäset 2009						translate_PROJ				
sample_project_code		POSP	POSP			Linjetaxering av akvatisk makrovegetation vid Bjuröklubb 2009						translate_PROJ				
sample_project_code		POSP	POSP			Makrofauna öster om Singö (utpekat BSPA-område i Stockholms län)						translate_PROJ				
sample_project_code		POSP	POSP			Mar Res Klasen/Fjaugen 2010						translate_PROJ				
sample_project_code		POSP	POSP			Marin dykinventering 2009, Västernorrlands län						translate_PROJ				
sample_project_code		POSP	POSP			Marin flora på hårdbotten - en inventering i Göteborg 2010						translate_PROJ				
sample_project_code		POSP	POSP			Marin inventering vid Svärdsön i Nacka kommun 2011						translate_PROJ				
sample_project_code		POSP	POSP			Marin inventering vid Virån, Kalmar län. Rapport 2010:6						translate_PROJ				
sample_project_code		POSP	POSP			Marin kartering av Natura 2000 habitaten rev och sandbankar i Västerbottens län - Snöanskärgården och Holmöarna 2012						translate_PROJ				
sample_project_code		POSP	POSP			Marina dykinventeringar av makrofyter 2009, Västernorrlands län.						translate_PROJ				
sample_project_code		POSP	POSP			Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn						translate_PROJ				
sample_project_code		POSP	POSP			Marinbiologisk undersökning och naturvärdesbedömning av Nåttarös grundområden						translate_PROJ				
sample_project_code		POSP	POSP			Marinbiologisk undersökning och naturvärdesbedömning av Stora Nassas djupbottnar						translate_PROJ				
sample_project_code		POSP	POSP			Marstrandsskärgården						translate_PROJ				
sample_project_code		POSP	POSP			Mjältön Makrofytinventering 2015						translate_PROJ				
sample_project_code		POSP	POSP			Måseskär						translate_PROJ				
sample_project_code		POSP	POSP			Nacka kommun 2011, Sthlms län - marin vegetationsinventering kring Svärdsö						translate_PROJ				
sample_project_code		POSP	POSP			Nacka kommun, Stockholms län: Marinbiologisk undersökning och naturvärdesbedömning.						translate_PROJ				
sample_project_code		POSP	POSP			Naturvärdesinventering BD-län						translate_PROJ				
sample_project_code		POSP	POSP			Naturvärdesinventering vid Juviken och Lillhavet i Västerbottens län						translate_PROJ				
sample_project_code		POSP	POSP			Naturvärdesinventering vid Kinnbäcksfjärden i Västerbottens län						translate_PROJ				
sample_project_code		POSP	POSP			Naturvärdesinventering vid Ostnäs i Västerbottens län						translate_PROJ				
sample_project_code		POSP	POSP			Naturvärdesinventering vid Tavasten i Västerbottens län						translate_PROJ				
sample_project_code		POSP	POSP			Naturvärdesinventering vid Örefjärden i Västerbottens län						translate_PROJ				
sample_project_code		POSP	POSP			Nogersund muddertipplats rapport 2006:8						translate_PROJ				
sample_project_code		POSP	POSP			Nogersund_muddertipplats						translate_PROJ				
sample_project_code		POSP	POSP			Nåttarö, Stockholms län: Marinbiologisk undersökning och naturvärdesbedömning						translate_PROJ				
sample_project_code		POSP	POSP			Nämdö - L. Husarn naturreservat, Stockholms län - inventering av grunda vegetationsklädda områden						translate_PROJ				
sample_project_code		POSP	POSP			OKG - vegetationskontroll vid tillfälligt kylvattenutsläpp						translate_PROJ				
sample_project_code		POSP	POSP			Orarna, Gävleborgs län - marin vegetationsinventering 2009						translate_PROJ				
sample_project_code		POSP	POSP			Plankton i Svensksundsviken 2010/2011						translate_PROJ				
sample_project_code		POSP	POSP			Platsundersökning inför eventuellt slutförvar av kärnbränsle i Oskarshamn, Simpevarp						translate_PROJ				
sample_project_code		POSP	POSP			Platsundersökning vid Kärnkraftverket i Simpevarp 2003						translate_PROJ				
sample_project_code		POSP	POSP			PMK Blekingekusten 1990 och 1991						translate_PROJ				
sample_project_code		POSP	POSP			Regional inventering vid Svenska Högarna						translate_PROJ				
sample_project_code		POSP	POSP			Sandemar, Stockholms län - basinventering av sandbank						translate_PROJ				
